time,.Header.seq,.Header.stamp.secs,.Header.stamp.nsecs,.Header.frame_id,.Latitude,.Longitude,.Altitude,.UTM_easting,.UTM_northing,.RTK,.Zone,.Letter
2022/10/06/20:04:50.090460,0,290,0,GPS1_Frame,42.338676500000005,-71.08834933333333,7.2,327964.3958097126,4689492.306284215,2,19,T
2022/10/06/20:04:51.093188,0,291,0,GPS1_Frame,42.338671833333336,-71.08835583333332,7.0,327963.8475987556,4689491.801237585,2,19,T
2022/10/06/20:04:52.092134,0,292,0,GPS1_Frame,42.33866816666667,-71.08836249999999,6.9,327963.28838451137,4689491.407570606,2,19,T
2022/10/06/20:04:53.092337,0,293,0,GPS1_Frame,42.33866383333334,-71.08836833333334,6.7,327962.79600393027,4689490.938189338,2,19,T
2022/10/06/20:04:54.089858,0,294,0,GPS1_Frame,42.33865766666666,-71.08837183333334,6.2,327962.4908486399,4689490.260509365,2,19,T
2022/10/06/20:04:55.087779,0,295,0,GPS1_Frame,42.3386525,-71.08837566666666,5.7,327962.16095972655,4689489.694546238,2,19,T
2022/10/06/20:04:56.094503,0,296,0,GPS1_Frame,42.33865266666667,-71.0883815,6.3,327961.6808512879,4689489.72485584,2,19,T
2022/10/06/20:04:57.092231,0,297,0,GPS1_Frame,42.33865600000001,-71.0883905,7.5,327960.9485019299,4689490.113206864,2,19,T
2022/10/06/20:04:58.093616,0,298,0,GPS1_Frame,42.33865933333333,-71.08839283333333,6.3,327960.76536741655,4689490.488069241,5,19,T
2022/10/06/20:04:59.097531,0,299,0,GPS1_Frame,42.33866433333333,-71.08839566666667,6.1,327960.5455871589,4689491.0490139425,5,19,T
2022/10/06/20:05:00.094996,0,300,0,GPS1_Frame,42.338667666666666,-71.08839933333334,6.0,327960.25260975456,4689491.426574082,5,19,T
2022/10/06/20:05:01.095990,0,301,0,GPS1_Frame,42.33867866666666,-71.08840116666667,6.3,327960.13157503767,4689492.6517498875,5,19,T
2022/10/06/20:05:02.095111,0,302,0,GPS1_Frame,42.338688166666664,-71.08840366666666,6.7,327959.951528106,4689493.711710978,5,19,T
2022/10/06/20:05:03.097626,0,303,0,GPS1_Frame,42.33869416666666,-71.08840766666667,6.7,327959.63836272166,4689494.386058656,5,19,T
