time,.Header.seq,.Header.stamp.secs,.Header.stamp.nsecs,.Header.frame_id,.Latitude,.Longitude,.Altitude,.UTM_easting,.UTM_northing,.RTK,.Zone,.Letter
2022/10/06/19:50:38.084080,0,85838,0,GPS1_Frame,42.338638833333334,-71.08876966666666,9.2,327929.665084782,4689488.974217944,5,19,T
2022/10/06/19:50:39.080596,0,85839,0,GPS1_Frame,42.33863833333333,-71.08876916666667,9.3,327929.7049120576,4689488.917684907,5,19,T
2022/10/06/19:50:40.078881,0,85840,0,GPS1_Frame,42.33863800000001,-71.088769,9.3,327929.71773320134,4689488.880333496,5,19,T
2022/10/06/19:50:41.084205,0,85841,0,GPS1_Frame,42.33863800000001,-71.08876866666667,9.4,327929.74519394897,4689488.879658939,5,19,T
2022/10/06/19:50:42.081057,0,85842,0,GPS1_Frame,42.33863783333333,-71.08876816666665,9.4,327929.7859304597,4689488.860140037,5,19,T
2022/10/06/19:50:43.084304,0,85843,0,GPS1_Frame,42.33863766666666,-71.08876749999999,9.4,327929.84039734025,4689488.840283855,5,19,T
2022/10/06/19:50:44.083508,0,85844,0,GPS1_Frame,42.33863766666666,-71.088767,9.5,327929.88158846187,4689488.839272021,5,19,T
2022/10/06/19:50:45.081844,0,85845,0,GPS1_Frame,42.33863766666666,-71.0887665,9.4,327929.9227795835,4689488.838260187,5,19,T
2022/10/06/19:50:46.082946,0,85846,0,GPS1_Frame,42.33863766666666,-71.08876616666666,9.4,327929.95024033333,4689488.837585632,5,19,T
2022/10/06/19:50:47.084137,0,85847,0,GPS1_Frame,42.33863766666666,-71.08876533333334,9.4,327930.01889220264,4689488.835899241,5,19,T
2022/10/06/19:50:48.099861,0,85848,0,GPS1_Frame,42.338637333333324,-71.08876383333333,9.4,327930.14155634376,4689488.795849608,5,19,T
2022/10/06/19:50:49.080775,0,85849,0,GPS1_Frame,42.338637,-71.08876233333334,9.5,327930.2642204842,4689488.755799977,5,19,T
2022/10/06/19:50:50.103865,0,85850,0,GPS1_Frame,42.33863666666666,-71.08876083333332,9.5,327930.3868846279,4689488.715750349,5,19,T
2022/10/06/19:50:51.081031,0,85851,0,GPS1_Frame,42.33863633333333,-71.08875916666666,9.5,327930.52327914507,4689488.675363446,5,19,T
2022/10/06/19:50:52.102387,0,85852,0,GPS1_Frame,42.338635999999994,-71.08875783333333,9.6,327930.6322129152,4689488.635651098,5,19,T
2022/10/06/19:50:53.084760,0,85853,0,GPS1_Frame,42.338635833333335,-71.08875683333333,9.6,327930.71414054825,4689488.615120373,5,19,T
2022/10/06/19:50:54.099798,0,85854,0,GPS1_Frame,42.338635499999995,-71.08875533333334,9.6,327930.83680469665,4689488.575070751,5,19,T
2022/10/06/19:50:55.085487,0,85855,0,GPS1_Frame,42.33863533333333,-71.08875400000001,9.6,327930.94619307946,4689488.553865474,5,19,T
2022/10/06/19:50:56.104028,0,85856,0,GPS1_Frame,42.33863516666667,-71.0887525,9.6,327931.0693118416,4689488.5323229255,5,19,T
2022/10/06/19:50:57.084471,0,85857,0,GPS1_Frame,42.338635000000004,-71.08875133333332,9.7,327931.16496985545,4689488.51145493,5,19,T
2022/10/06/19:50:58.098006,0,85858,0,GPS1_Frame,42.33863483333333,-71.0887505,9.7,327931.23316711665,4689488.491261484,5,19,T
2022/10/06/19:50:59.086487,0,85859,0,GPS1_Frame,42.338634666666664,-71.088749,9.7,327931.35628587834,4689488.46971894,5,19,T
2022/10/06/19:51:00.101279,0,85860,0,GPS1_Frame,42.338634500000005,-71.08874766666666,9.8,327931.4656742661,4689488.448513675,5,19,T
2022/10/06/19:51:01.084965,0,85861,0,GPS1_Frame,42.338634,-71.08874616666667,9.8,327931.5878838111,4689488.389956999,5,19,T
2022/10/06/19:51:02.102554,0,85862,0,GPS1_Frame,42.33863383333334,-71.08874483333334,9.9,327931.6972721985,4689488.368751736,5,19,T
2022/10/06/19:51:03.083136,0,85863,0,GPS1_Frame,42.33863366666666,-71.08874366666667,9.9,327931.792930216,4689488.347883746,5,19,T
2022/10/06/19:51:04.086478,0,85864,0,GPS1_Frame,42.338633333333334,-71.08874250000001,9.9,327931.8881336206,4689488.308508692,5,19,T
2022/10/06/19:51:05.086287,0,85865,0,GPS1_Frame,42.338632999999994,-71.088741,10.0,327932.0107977801,4689488.268459092,5,19,T
2022/10/06/19:51:06.085100,0,85866,0,GPS1_Frame,42.33863266666667,-71.08873983333334,10.0,327932.106001189,4689488.229084044,5,19,T
2022/10/06/19:51:07.082184,0,85867,0,GPS1_Frame,42.33863233333333,-71.088739,10.1,327932.1737438489,4689488.19038354,5,19,T
2022/10/06/19:51:08.086163,0,85868,0,GPS1_Frame,42.338632000000004,-71.08873833333334,10.2,327932.2277561324,4689488.152020313,5,19,T
2022/10/06/19:51:09.082159,0,85869,0,GPS1_Frame,42.33863183333333,-71.08873799999999,10.2,327932.2547622764,4689488.132838698,5,19,T
2022/10/06/19:51:10.087509,0,85870,0,GPS1_Frame,42.33863183333333,-71.08873783333334,10.3,327932.2684926494,4689488.132501424,5,19,T
2022/10/06/19:51:11.087655,0,85871,0,GPS1_Frame,42.338631666666664,-71.08873733333333,10.3,327932.3092291708,4689488.1129825385,5,19,T
2022/10/06/19:51:12.085117,0,85872,0,GPS1_Frame,42.338631333333325,-71.08873683333333,10.4,327932.34951108036,4689488.074956584,5,19,T
2022/10/06/19:51:13.086217,0,85873,0,GPS1_Frame,42.338631,-71.08873616666666,10.5,327932.4035233656,4689488.036593359,5,19,T
2022/10/06/19:51:14.086987,0,85874,0,GPS1_Frame,42.338631,-71.088736,10.6,327932.41725374095,4689488.036256086,5,19,T
2022/10/06/19:51:15.086915,0,85875,0,GPS1_Frame,42.33863066666666,-71.08873566666666,10.7,327932.4438052761,4689487.998567403,5,19,T
2022/10/06/19:51:16.082217,0,85876,0,GPS1_Frame,42.3386305,-71.088735,10.8,327932.4982721722,4689487.9787112465,5,19,T
2022/10/06/19:51:17.086835,0,85877,0,GPS1_Frame,42.338630333333334,-71.08873466666667,10.9,327932.52527831757,4689487.959529635,5,19,T
2022/10/06/19:51:18.085763,0,85878,0,GPS1_Frame,42.33863016666666,-71.08873433333333,11.0,327932.552284461,4689487.94034802,5,19,T
2022/10/06/19:51:19.084374,0,85879,0,GPS1_Frame,42.338629999999995,-71.08873383333334,11.1,327932.59302098013,4689487.920829135,5,19,T
2022/10/06/19:51:20.089250,0,85880,0,GPS1_Frame,42.338629833333336,-71.0887335,11.2,327932.62002712395,4689487.901647525,5,19,T
2022/10/06/19:51:21.086205,0,85881,0,GPS1_Frame,42.338629833333336,-71.08873316666667,11.2,327932.6474878751,4689487.900972979,5,19,T
2022/10/06/19:51:22.086407,0,85882,0,GPS1_Frame,42.33862966666667,-71.08873266666666,11.3,327932.6882243989,4689487.881454093,5,19,T
2022/10/06/19:51:23.086022,0,85883,0,GPS1_Frame,42.33862933333333,-71.08873216666666,11.4,327932.72850631166,4689487.843428141,5,19,T
2022/10/06/19:51:24.086239,0,85884,0,GPS1_Frame,42.338629000000005,-71.08873166666667,11.5,327932.76878822513,4689487.805402192,5,19,T
2022/10/06/19:51:25.082011,0,85885,0,GPS1_Frame,42.33862883333333,-71.08873133333333,11.6,327932.79579436977,4689487.7862205785,5,19,T
2022/10/06/19:51:26.089993,0,85886,0,GPS1_Frame,42.338628500000006,-71.08873100000001,11.7,327932.82234590803,4689487.748531902,5,19,T
2022/10/06/19:51:27.086182,0,85887,0,GPS1_Frame,42.338628333333325,-71.08873050000001,11.8,327932.8630824289,4689487.7290130155,5,19,T
2022/10/06/19:51:28.087373,0,85888,0,GPS1_Frame,42.338628166666666,-71.08873,11.9,327932.90381895425,4689487.7094941335,5,19,T
2022/10/06/19:51:29.088645,0,85889,0,GPS1_Frame,42.338628,-71.08872933333333,12.0,327932.95828585164,4689487.6896379795,5,19,T
2022/10/06/19:51:30.083638,0,85890,0,GPS1_Frame,42.33862766666666,-71.088729,12.0,327932.98483739106,4689487.6519493,5,19,T
2022/10/06/19:51:31.088628,0,85891,0,GPS1_Frame,42.338627333333335,-71.08872866666667,12.2,327933.0113889308,4689487.614260623,5,19,T
2022/10/06/19:51:32.089532,0,85892,0,GPS1_Frame,42.338626999999995,-71.08872833333334,12.3,327933.03794047085,4689487.576571946,5,19,T
2022/10/06/19:51:33.086546,0,85893,0,GPS1_Frame,42.33862666666667,-71.08872783333332,12.4,327933.0782223916,4689487.538545998,5,19,T
2022/10/06/19:51:34.084208,0,85894,0,GPS1_Frame,42.33862633333333,-71.08872733333332,12.5,327933.1185043086,4689487.500520047,5,19,T
2022/10/06/19:51:35.085414,0,85895,0,GPS1_Frame,42.33862583333333,-71.08872683333334,12.6,327933.1583316203,4689487.4439870315,5,19,T
